session_id,timestamp,item_name,puzzle_stage,zone,dimension
20260412_181610_a7bb,2026-04-12 18:17:51,dialogue,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:07,dialogue,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:19,ui,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:23,ui,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:25,medicine_zone1,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:26,inventory,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:35,inventory,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:39,left_door_zone1,puzzle_2_seed,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:18:45,entropy_zone3,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:18:49,time_slider,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:18:51,pot_zone3,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:18:53,time_slider,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:18:54,time_slider,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:18:56,none,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:18:56,none,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:18:57,none,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:18:57,test_tube_zone3,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:00,dialogue,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:01,dialogue,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:01,time_slider,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:03,inventory,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:04,entropy_zone3,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:08,dialogue,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:13,dialogue,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:18,dialogue,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:22,dialogue,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:25,inventory,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:26,inventory,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:28,inventory,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:29,inventory,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:34,inventory,puzzle_2_seed,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:19:36,time_slider,puzzle_2_seed,Zone 3,future
20260412_181610_a7bb,2026-04-12 18:19:38,seed_zone3,puzzle_2_seed,Zone 3,future
20260412_181610_a7bb,2026-04-12 18:19:39,inventory,puzzle_2_seed,Zone 3,future
20260412_181610_a7bb,2026-04-12 18:19:43,inventory,puzzle_2_seed,Zone 3,future
20260412_181610_a7bb,2026-04-12 18:19:46,time_slider,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:47,inventory,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:48,none,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:49,none,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:50,inventory,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:50,inventory,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:51,inventory,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:52,inventory,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:52,inventory,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:53,inventory,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:55,none,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:19:57,right_door_zone3,puzzle_2_seed,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:20:02,inventory,puzzle_2_seed,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:07,inventory,puzzle_2_seed,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:08,pot_spot_zone1,puzzle_2_seed,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:11,dialogue,puzzle_2_seed,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:12,inventory,puzzle_2_seed,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:13,placed_pot_zone1,puzzle_2_seed,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:17,dialogue,puzzle_3_entropy,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:18,dialogue,puzzle_3_entropy,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:20,dialogue,puzzle_3_entropy,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:20,dialogue,puzzle_3_entropy,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:21,inventory,puzzle_3_entropy,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:20:22,time_slider,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:28,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:29,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:32,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:32,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:32,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:32,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:33,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:33,tree1_present,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:34,none,puzzle_3_entropy,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:20:34,time_slider,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:38,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:41,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:42,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:43,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:44,tree2_future,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:49,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:50,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:52,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:54,dialogue,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:55,inventory,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:56,inventory,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:57,inventory,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:20:58,pot_spot_zone1,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:21:01,tree2_future,puzzle_3_entropy,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:21:06,dialogue,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:07,dialogue,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:08,dialogue,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:11,safe_zone4,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:14,dialogue,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:18,dialogue,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:19,dialogue,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:27,elevator_zone4,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:29,dialogue,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:30,inventory,puzzle_3_entropy,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:21:32,time_slider,puzzle_3_entropy,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:21:38,time_slider,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:41,paper_zone4,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:42,dialogue,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:45,dialogue,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:51,dialogue,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:55,dialogue,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:56,inventory,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:58,safe_zone4,puzzle_3_entropy,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:21:59,dialogue,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:01,dialogue,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:03,dialogue,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:06,dialogue,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:09,elevator_zone4,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:12,dialogue,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:12,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:13,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:14,elevator_zone4,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:20,main_com_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:22:25,ui,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:22:28,left_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:22:30,right_door_zone3,puzzle_4_safe,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:22:30,right_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:22:33,left_door_zone2,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:22:34,left_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:22:35,right_door_zone3,puzzle_4_safe,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:22:39,inventory,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:22:39,time_slider,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:22:41,tree2_future,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:22:43,elevator_zone4,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:22:45,dialogue,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:22:45,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:22:47,elevator_zone4,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:22:48,dialogue,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:22:48,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:22:49,time_slider,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:22:51,time_slider,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:52,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:53,elevator_zone4,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:22:58,inventory,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:23:01,time_slider,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:23:01,time_slider,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:23:02,tree2_future,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:23:03,time_slider,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:23:04,inventory,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:23:05,elevator_zone4,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:23:13,dialogue,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:23:13,inventory,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:23:15,inventory,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:23:17,inventory,puzzle_4_safe,Zone 4,present
20260412_181610_a7bb,2026-04-12 18:23:18,time_slider,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:23:20,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:23:21,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:23:25,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:23:26,elevator_zone4,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:23:27,inventory,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:23:28,main_com_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:23:31,dialogue,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:23:32,dialogue,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:23:48,dialogue,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:24:00,right_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:24:03,none,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:24:03,broom_zone2,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:24:07,inventory,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:24:08,time_slider,puzzle_4_safe,Zone 2,present
20260412_181610_a7bb,2026-04-12 18:24:12,time_slider,puzzle_4_safe,Zone 2,future
20260412_181610_a7bb,2026-04-12 18:24:13,left_door_zone2,puzzle_4_safe,Zone 2,future
20260412_181610_a7bb,2026-04-12 18:24:16,time_slider,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:24:18,main_com_zone1,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:24:20,ui,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:24:20,ui,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:24:20,ui,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:24:22,time_slider,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:24:26,main_com_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:24:27,ui,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:24:30,left_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:24:33,time_slider,puzzle_4_safe,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:24:34,time_slider,puzzle_4_safe,Zone 3,future
20260412_181610_a7bb,2026-04-12 18:24:38,inventory,puzzle_4_safe,Zone 3,future
20260412_181610_a7bb,2026-04-12 18:24:42,right_door_zone3,puzzle_4_safe,Zone 3,future
20260412_181610_a7bb,2026-04-12 18:24:45,inventory,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:24:45,inventory,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:24:46,inventory,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:24:46,inventory,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:24:48,tree2_future,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:24:49,none,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:24:50,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:24:57,none,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:24:58,tree2nd_future,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:25:04,tree2_future,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:25:06,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:25:08,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:25:08,none,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:25:09,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:25:10,time_slider,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:13,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:13,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:14,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:14,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:14,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:15,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:15,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:18,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:21,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:22,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:23,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:24,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:25,elevator_zone4,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:25:31,right_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:25:33,inventory,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:25:34,none,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:25:34,none,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:25:36,left_door_zone2,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:25:41,left_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:25:47,inventory,puzzle_4_safe,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:25:48,inventory,puzzle_4_safe,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:25:49,time_slider,puzzle_4_safe,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:25:50,inventory,puzzle_4_safe,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:25:56,right_door_zone3,puzzle_4_safe,Zone 3,present
20260412_181610_a7bb,2026-04-12 18:26:02,right_door_zone1,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:26:06,left_door_zone2,puzzle_4_safe,Zone 2,present
20260412_181610_a7bb,2026-04-12 18:26:07,inventory,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:26:08,inventory,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:26:08,inventory,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:26:10,none,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:26:10,time_slider,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:26:11,inventory,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:26:12,tree2_future,puzzle_4_safe,Zone 1,future
20260412_181610_a7bb,2026-04-12 18:26:18,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:18,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:19,none,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:21,elevator_zone4,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:23,dialogue,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:23,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:24,elevator_zone4,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:25,dialogue,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:25,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:26,none,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:26,none,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:26,none,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:33,inventory,puzzle_4_safe,Zone 4,future
20260412_181610_a7bb,2026-04-12 18:26:34,time_slider,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:36,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:38,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:40,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:40,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:41,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:41,none,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:42,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:46,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:46,elevator_zone4,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:51,dialogue,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:51,inventory,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:52,elevator_zone4,puzzle_4_safe,Zone 4,past
20260412_181610_a7bb,2026-04-12 18:26:57,inventory,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:26:58,main_com_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:27:01,ui,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:27:05,left_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:27:11,none,puzzle_4_safe,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:27:12,right_door_zone3,puzzle_4_safe,Zone 3,past
20260412_181610_a7bb,2026-04-12 18:27:12,right_door_zone1,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:27:15,inventory,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:27:21,inventory,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:27:23,left_door_zone2,puzzle_4_safe,Zone 2,past
20260412_181610_a7bb,2026-04-12 18:27:25,inventory,puzzle_4_safe,Zone 1,past
20260412_181610_a7bb,2026-04-12 18:27:26,time_slider,puzzle_4_safe,Zone 1,present
20260412_181610_a7bb,2026-04-12 18:27:29,time_slider,puzzle_4_safe,Zone 1,past
